Job Title,Company,Location,Job Description
Staff/ Senior Software Development Engineer,BRIDGETEK PTE. LTD.,Paya Lebar,"Job Purpose: Full-stack Web Application Developer
Candidate Profile: Versatile front-end and full-stack web developers with skills in Google Calendar APIs, pure play MEAN full-stack web app development, Python or Javascript and RESTful based AWS Cloud development skills or Microsoft Exchange backend integration
Key Responsibilities:
Software development in one or more of the following:

Design, develop and integrate using Angular/React/Ionic front-ends
Design, develop and integrate with Google Calendar API
Design, develop and integrate MEAN stack based SPA web applications
Design, develop and integrate Python and NodeJS web apps
Design, develop and integrate RESTful/MQ based microservices

Knowledge and skill requirements:

Degree/Master in Computer Science, Computer Engineering or Information Systems
5-8 years of SDLC experience. Candidates with full spectrum skills including embedded systems may be considered for Solution Architect role
Experience with Google Calendar API/proprietary calendar using the Javascript client library OR Python based Full-stack development
Experience with Google Identity Platform, OAuth2.0/JWT for service accounts OR AWS Cognito
Expert level skills in NodeJS development, JS libraries and frameworks (Express, Angular, Loopback, etc) and MongoDB
Expert level skills in AWS CLI (Cognito, Pinpoint, SQS, SES, SNS, EBS, S3, Lambda, EKS) using JS or Python
Able to rapidly prototype using design patterns, OOAD techniques and demonstrate proof of concepts
Back-End API design and development based on RESTful services, Micro-service design pattern, and AWS Lambda
Knowledge in SSL/OAuth2.0/JWT, AWS, Azure and Google Firebase platforms and IoT platforms is advantageous and preferred
Devops knowledge using Jenkins and Docker CI/CD pipeline is advantageous
Able to work with uncertainty and changing specifications
Good interpersonal skills, pro-active, collaborative, and consultative team player.

Work Environment: We provide a professional, fun and exciting work environment where innovation and creativity strive!"
Java Applications Developer,BLUEBELL DISCOVERY PRIVATE LIMITED,Kampong Ubi,"The Opportunity
Our Mission
Technology is here for a reason – to make life easier for everyone.
At BlueBell Discovery, we are passionate about creating IT systems that are effective, reliable and truly makes everyday life easier for users! Thus, over the years, we have been delighting clients from a wide range of industries with our integrated solutions, which have played a key part in driving productivity improvements, enhancing customer experience and catalysing business growth for them. Some of our key products which have made life easier for clients and end users include our Media and Queue Systems, Self-Service Payment Systems, Self-Service Registration Systems etc.
Our Team
We value teamwork above individual glory, we favour ability over experience and degrees, and we cherish a great can-do attitude over all else!
About the Role
We’re looking for a Java Applications Developer to build robust systems that bring about real improvements in user experience.
If you are looking for:

a key role in software development;
an opportunity to learn and contribute in a challenging and dynamic environment; and
the satisfaction that comes with developing great systems that bring about significant improvements to users,

read on, as this is the opportunity you’re looking for!
What You’ll Learn
At BlueBell Discovery, with the right attitude, you will have an exponential learning curve. You will wear different hats and enjoy the thrill of building things from scratch.
Some things you will learn:

Front-end and back-end programming skills
Write clean workable code
Link up with client-side systems
Build user-friendly interface
Full system hardware and software integration
Problem-solving skills
Be a better team player
Industry insights on trends and requirements
Latest technologies to bring about practical solutions

Job Description
Participate in entire system life cycle

Work with clients to understand their requirements
Design and derive solutions
Develop robust and scalable front-end and back-end Java applications, build new features, debug and optimise applications
Conduct tests for verification of quality system delivered
Train clients in using your solutions
Help clients resolve system-related issues

Requirements

Fresh graduate or experienced Java Developers who are constantly seeking challenges
Diploma or Degree in Software or Computer Engineering, Information Technology or related disciplines
Trained or good knowledge in J2SE and J2EE platform. This includes JSP, Servlet, JDBC, web services, XML, JNLP, JavaMail, Swing, Threading, Socket. Having hands-on experience will be a plus
Well-versed in client-side development using modern and updated web technology and techniques. This includes Javascript, HTML5, CSS3, AJAX, JASON, responsive web design
Singaporeans and Singapore PR only

What we’re looking for in you

Enjoy development work and is always seeking improvements in development work, to make life easier for users
Desire to learn and adapt to new technologies
Possess strong analytical and problems solving skills - able to break down a complex problem into manageable modules
Strong attention to details
Self-motivated
Able to work independently and effectively in a team
Ability to work in a fast-paced environment
Excellent time and project management skills

So, if you think you fit the bill and you are looking to build something great, drop everything and apply now!"
.NET Developer,ZENITH INFOTECH (S) PTE LTD.,Jalan Besar,"Job Description 
As a Senior Analyst, Back-End developer, you will develop and automate business functionality of enterprise systems using .Net, Java or JavaScript. You will leverage cloud technologies and DevOps practices.
Day-to-day you will:
o Build and automate the features and services that model complex business problems and power enterprise-scale systems.
o Implementing APIs and Microservices, integrating with external systems, through to database design, data access and ORMs.
o Developing scalable and cloud-based solutions, with consideration to security and performance.
o Harnessing modern development and DevOps practices including CI/CD, containerization, automated testing.
Requirement
Beginner to Intermediate skills in:
o Programming: C# / .Net or Java stack
o Service Development: RESTful services, Microservices, ASP.Net Core, Azure API Management, Azure API Apps
o Azure: Compute, Storage and PaaS services (Web Apps, Cognitive Services, App Services, Logic Apps, Azure Functions, Service Bus)
o Data: SQL Server, Azure SQL, Entity Framework // Hibernate
o Containers: Docker, Kubernetes / AKS
o RPA: Blue Prism, UI Path, Automation Anywhere
o DevOps: Git, Azure DevOps // Maven, Jenkins"
Front-end Software Developer,Unistop Tech Pte. Ltd.,Bedok,"Job Description

Work with the designers to create user-centric APP and digital assets.
Build intuitive, rich, and functional user interfaces
Assist in project deployment and infrastructure setup independently.
Build reusable code and libraries for future use
Ensure the technical feasibility of UI/UX designs
Optimise application for maximum speed and scalability
Assure that all user input is validated before submitting to back-end
Collaborate with other team members/department
Ability to work and thrive in a fast-paced environment, learn rapidly and apply diverse web technologies and techniques
Support and maintenance of existing applications.
"
"Software Engineer (C, C++) #SGUnited Jobs",ONELINK HR CONSULTANCY PTE. LTD.,Rochor,"Job Type: Permanent
Work Location: West
Job Description
As the Software Engineer, you will be responsible for the development of software applications for cyber security appliances where you will work within the product team to collectively manage the product development lifecycle from system design to implementation. You will work closely with all the relevant stakeholders/customers to translate requirements into efficient and effective solutions, and you will also be involved in both low-level algorithm development, and high level Web/Windows/Linux software development including design of users interfaces.
Requirements

Degree in Computer Science, or Information Technology, or equivalent
Preferably with some work exposure / experience cyber security related field
Possess programming knowledge / skills / experience in C/C++, Microsoft .NET, Java, ASP, etc.
Knowledge in Cryptography and Access Control measures preferred
Certification in Cyber Security or Information Technology Security field has an advantage
Able to work independently with minimum guidance and is a good team player

Please note that by submitting an application or resume to us, you would be deemed to have given your consent to us collecting, using, retaining and disclosing your personal information to prospective employers for their consideration.
OneLink HR Consultancy Pte Ltd
EA Licence No. 13C6505
EA Personnel Reg. No. R1980595"
Principal Technologist,AVENSYS CONSULTING PTE. LTD.,Kampong Ubi,"Job Description
Avensys is a reputed global IT professional services company headquartered in Singapore. Our service spectrum includes enterprise solution consulting, business intelligence, business process automation and managed services. Given our decade of success, we have evolved to become one of the top trusted providers in Singapore and service a client base across banking and financial services, insurance, information technology, healthcare, retail and supply chain.
We are currently looking to hire Principal Technologist who has proven track record in IT Industry. This is an exciting opportunity to expand your skill set, achieve job satisfaction and work-life balance. More details as below.
Principal Technologist
Responsibilities:
· Have Knowledge of advanced Tech ecosystems / landscapes
· Have the ability to define Architecture , Design , Code and test.
· Drive Innovation at organization and industry level
· Drive Strategic thinking & provide direction
· Inspiring Transformation
· Design and Develop platforms to Deliver non linear growth.
· Contribute to Strategic platforms, OS and Solutions.
Requirements:
· Education: Bachelor’s Degree in IT, Computer Science
· 12+ years of experience in industry
Application Development :
· Java, Springboot and Microservices, Angular/React, Docker and K8S
· Angular/React, Express, MongoDB, NodeJS, JavaScript and Typescript.
· C# .NET,ASP.NET .NET Core, Spring.NET, SQL,HTML5, CSS3, MongoDB/Any NoSQL database, Angular, ExpressJS, NodeJS
· Data Engineering: Hadoop, Spark, PySpark, Hive, Python/Java, Kafka, Airflow and Beam.
· AI Engineering
· Experience with design and build on the public cloud –AWS, GCP, Azure, etc.,
Desirable:
· Experience in developing and deploying Microservices
· Experience in Data Modelling, Database Design, Tuning Design Parameters, Normalization, Solving Performance bottlenecks etc.
· Experience with Service Oriented Architecture and understanding of OO concepts and design patterns .
· Expert in architecting large scale distributed systems with HA (High Availability)/DR (Disaster Recovery) and low latency.
· Experience in Middleware .
· Experience in Open Source tools and technologies.
· OS experience in Linux/Windows/Mac OSX
· Experience of working in a fast paced and agile environment
· Providing solutions with minimum system requirements and in Agile Mode
· Ability to write good quality, secure and highly performant code
· Consistent score in Coding sites like Hackerrank, CodeChef and so on
· Industry acclaimed External Certifications, if applicable
· Active participation in Technology forums
· Contribution to Open Source Community
WHAT’S ON OFFER:
You will be remunerated with an excellent base salary and entitled to attractive company benefits. Additionally, you will get the opportunity to enjoy a fun and collaborative work environment, alongside a strong career progression
To submit your application, please apply online or email your UPDATED CV in Microsoft Word format to *****@aven-sys.com Your interest will be treated with strict confidentiality.
CONSULTANT DETAILS:
 Consultant Name : Seema Verma 
 Avensys Consulting Pte Ltd 
 EA Licence 12C5759
Privacy Statement: Data collected will be used for recruitment purposes only. Personal data provided will be used strictly in accordance with the relevant data protection law and Avensys' privacy policy."
ASP.NET Developer,SKY & F PTE. LTD.,Kallang,"ASP.NET Developer Responsibilities

Prior experience as a Developer.
Extensive working knowledge of coding using .NET languages (C+, VB, .NET).
Familiarity with ASP.NET framework and SQL servers.
A keen eye for detail.
Strong communication skills.
Degree in Computer Science, Information Technology, or similar.
"
.Net Developer,Jobline,Kallang,"

Responsibilities

Understands technical and functional design requirements
Implement applications using Microsoft and development tools in N-Tier environment
Provide supports to development projects throughout the SDLC
Assists in physical and logical database design
Design and create prototypes for client engagements
Design and develop browser-based front-end applications
Coordinate and conduct unit testing, System Integration Test and User Acceptance Test.
Identifies system deficiencies and recommends solutions

Requirements

At least a Diploma/Bachelor’s Degree in Engineering (Computer/Telecommunication), Computer Science / Information Technology or equivalent. Candidates with a relevant IT diploma may also apply.
Minimum 2-3 years of relevant experience in designing, testing and implementing .NET applications, and have completed at least 1 to 2 project life cycle(s).
Knowledge and strong hands on working experience in C#, .NET and MS SQL is a must.
Good foundation in OO related concepts is required.
Good written and verbal communication skills.
Manage time and set priorities for tasks.
Able to adapt readily & effectively to unexpected or changing conditions.
Self-motivated. Able to meet deadlines. Willingness to work extended hours during project peak period.

Shortlisted candidates will be offered a 1 Year Agency Contract employment.

"
Associate Software Engineer,ENSIGN INFOSECURITY (CYBERSECURITY) PTE. LTD.,Kallang,"Responsibilities:

Familiarize with Ensign’s business domain and objectives to develop and deploy analytics web applications that meet internal business requirements and the needs of partners and customers
Involved in the design of intuitive web UI/UX and develop innovative web applications that provide interactive cyber security insights and analysis functions
Involved in the evaluation potential solutions relating to analytics web applications and make recommendations to solve business problems
Support in the management and administration of on-premise / cloud-native applications and platforms
Directly provide monitoring, maintenance and support for system operations as part of M&S as required in commercial projects
Embrace the challenge of dealing with gigabytes to terabytes of data on a daily basis
Deliver detailed documentation and ensure quality throughout project lifecycle

Requirements:

Bachelor’s degree in Computer Science/Information Systems/Computer Engineering or equivalent
Minimum 1-2 years of experience working on web applications
A creative thinker who understands User Interface design as well as other visualizations skills such as typography, interface design, user experience design and visual art design
Able to understand and turn abstract information from data analyses into appealing and understandable visualizations that clearly explain the results of the analyses
Need to have the necessary programming skills to build the visualizations (e.g. Javascript, HTML5/CSS3, PostgreSql, etc)
Experience with at least 1 web development frameworks (e.g. RubyOnRails, Django)
Experience with at least 1 javascript UI frameworks (e.g. ReactJS, AngularJS)
Experience with using Git version control system
Able to select the best data visualization technique based on the characteristics of underlying data in order to illustrate certainty, patters or other statistical concepts that will guide decision-makers and stakeholders
Strong awareness of data security, data governance and performance, with an ability to deliver these key non-functional requirements
Excellent technical skills
"
Software Engineer x 4 (Kallang / IT / Good Career Prospect / Basic up $4K ) (AL),MCI Career Services Pte Ltd,Kallang,"Looking for Software Engineer with programming knowledge with or without work experience.
Work Location:
Kallang (Walking distance for Matta MRT Station)
Job Scope:
Maintain, improve, design & develop application software for company's product in control or management system.
Requirement:

Diploma or Degree in Computer Science / IT related 
1 to 3 years experience in database management and software development
Prefer recent knowledge in: (Highly welcome to apply)
C/C ++ 
Linux
RS232 Protocol
TCP and UDP Protocol
VB.Net
Node JS
React JS
MSSQL



Applicants who possess relevant experience for the above responsibilities are most welcome to apply. If you do not possess the above experience, your application will still be considered on individual merits and you may be contacted for other opportunities.
Please submit your updated resume in MS Words format by using the APPLY NOW BUTTON
By submitting your personal data and/or resume, you give consent to collection, use and disclosure of your personal data and/or resume by the company (or its agent) for the purpose of the processing and administration by the company relating to this job application.
**We regret to inform that only shortlisted candidates would be notified.
Lim Guowei AllanRegistration Number: R1215844EA Licence No: 06C2859 (MCI Career Services Pte Ltd)"
Lead Application Consultant,ACTIVATE INTERACTIVE PTE LTD,Eunos,"Activate Interactive Pte Ltd (“Activate”) is a leading IT solution and service provider headquartered in Singapore with a presence in Malaysia and Indonesia. The homegrown company was founded in 1997 with the mission of positively impacting the lives of people around us and the environment we live in through the use of technology.
We offer quality, cost-effective and impactful IT solutions and services, including mobile and web applications and cloud technology. Over the years, we have helped government agencies and enterprises remove technology roadblocks and increase their business efficiency to better serve the communities.
To amplify our efforts in improving people’s lives, Activate also develops preventive healthcare solutions that serve to increase health awareness and improve population health.
We believe that the success of a company relies on the strengths of our employees. At Activate, we are committed to provide a conducive environment and develop our employees to realise their full potential.
From a three-person outfit, Activate has grown into a team of more than 150 employees, delivering more than 150 solutions and services to help our clients achieve growth and success.
We have opportunities for you to grow your career path and are looking for talented professionals to join our team.
• Work with project leads, developers and operations on a live commercial project that has more than one million users on its platform and impacts population health.
• Software support and maintenance of deployed products and solutions
• Work closely with project management and experience design team to deliver project outcomes
• Strong hand-on experience in C#, .Net OR Java Technologies
• Solid hand-on experience with Angular Frameworks AND ReactJS
• Knowledge of Object-Oriented Programming and SQL
• Degree in Computer Science or equivalent
• Proficient knowledge of languages such as Java and/or NodeJS will be a plus
• Ability to manage a hosting environment, including database administration as well as scaling applications to handle load changes
• Experienced in developing on Unix/Linux environments
• Effective communication skills & customer-oriented mindset
• Ability to work with a multiple team and stakeholders
• Enjoy constant learning and working with new technologies
• Excellent critical thinking and problem solving skills
• Experience in public sector projects is a plus
If you love the idea of being part of a growing company with exciting prospects in mobile and web technologies that create positive impact on people’s lives, then we would love to hear from you!
Be in touch with our Talent Acquisition Team at ********@activate.sg or our Career Page https://www.activate.sg/jobs "
Application Consultant,ACTIVATE INTERACTIVE PTE LTD,Eunos,"Activate Interactive Pte Ltd (“Activate”) is a leading IT solution and service provider headquartered in Singapore with a presence in Malaysia and Indonesia. The homegrown company was founded in 1997 with the mission of positively impacting the lives of people around us and the environment we live in through the use of technology.
We offer quality, cost-effective and impactful IT solutions and services, including mobile and web applications and cloud technology. Over the years, we have helped government agencies and enterprises remove technology roadblocks and increase their business efficiency to better serve the communities.
To amplify our efforts in improving people’s lives, Activate also develops preventive healthcare solutions that serve to increase health awareness and improve population health.
We believe that the success of a company relies on the strengths of our employees. At Activate, we are committed to provide a conducive environment and develop our employees to realise their full potential.
From a three-person outfit, Activate has grown into a team of more than 150 employees, delivering more than 150 solutions and services to help our clients achieve growth and success.
We have opportunities for you to grow your career path and are looking for talented professionals to join our team.
• Work with project leads, developers and operations on a live commercial project that has more than one million users on its platform and impacts population health.
• Software support and maintenance of deployed products and solutions
• Work closely with project management and experience design team to deliver project outcomes
• Strong hand-on experience in C#, .Net OR Java Technologies
• Solid hand-on experience with Angular Frameworks AND ReactJS
• Knowledge of Object-Oriented Programming and SQL
• Proficient knowledge of languages such as Java and/or NodeJS will be a plus
• Ability to manage a hosting environment, including database administration as well as scaling applications to handle load changes
• Experienced in developing on Unix/Linux environments
• Effective communication skills & customer-oriented mindset
• Ability to work with a multiple team and stakeholders
If you love the idea of being part of a growing company with exciting prospects in mobile and web technologies that create positive impact on people’s lives, then we would love to hear from you!
Be in touch with our Talent Acquisition Team at ********@activate.sg or our Career Page https://www.activate.sg/jobs "
Backend Software engineer,ST ENGINEERING IHQ PTE. LTD.,Ang Mo Kio,"We are looking for an individual to be part of our Video Analytics team, who is passionate about delivering an End-To-End Enterprise System and Solution that would delight the customers. You will join a dynamic and fast-pace environment and work with our tech product development team to design, build and roll-out our “Deep Learning enabled” Video Analytics Software suite that deliver STEngg’s vision and strategy in this domain.
In this role, you will be involved with the end-to-end implementation to tackle a broad range of real-world video-related problems. You will be expected to work with 3rd party components (and vendors) and integrate them into a working solution and deploy them at scale.
Our Intelligent Video Analytics System team has demonstrated its ability to create innovative solutions and we are poised for the next phase of growth and expansion.
(Some of the) Responsibilities:

Design and development of in-house software product in video content analysis
Work in a team to collect end user requirements and scope up an overall software design
Be responsible for software sub-module design, implementation and testing
Work with team members for software integration and testing to meet delivery
Provide software training to software end users
Expected to work on assigned project independently and also able to work well within a team
setting to meeting overall project objectives
Supporting Pre-Sales activities. Providing video intelligence system solution to customers
Interface with end-customers to understand system needs
Translate user requirements into software design
Document write-up, including design manual, operation manual, test cases and software manual

Requirements:

Degree/Diploma in Computer Science, Engineering, or a related subject or equivalent
Foundations in Java & Spring Boot
Familiarity with working in a Linux/Windows Server Operating environment
Knowledge of the principles of microservices
Good to have experience deploying software on tools such as Docker Swarm or Kubernetes.
Experience with public cloud services such as Amazon Web Services, Google Cloud, Azure, etc
Good to have experience deploying production software in hybrid cloud scenarios
Experience working with web servers and communication technologies such as REST,Websocket, etc.
Knowledge of database design and distributed deployment (e.g. MongoDB, Cassandra, etc)
Knowledge of messaging queue technologies (e.g. Kafka, RabbitMQ, etc)
Good to have knowledge in video and image processing pipelines
Immense interest in software design and development
Strong problem solving, analytical and conceptual skills, with good communication skills
Able to work independently with minimum guidance and monitoring, a good team player

Working Perks & Professional Development
Great opportunity to get industry and enterprise experience.
Exposure to the full spectrum of enterprise video analytics system - from design, deploy,
deliver and maintain.
Join a dynamic team and forwarding looking working culture.
Lots of room to thinker & experiment"
22425145 Java Developer,CITIBANK N.A.,Changi,"The Applications Development Senior Programmer Analyst is an intermediate level position responsible for participation in the establishment and implementation of new or revised application systems and programs in coordination with the Technology team. The overall objective of this role is to contribute to applications systems analysis and programming activities.
Responsibilities:

Work as part of Global Capital Markets development team in Singapore and collaborate with teams in other locations.
Work on a Global Trading system for Fixed Income Trading Technology.
Develop event based Microservices using Java, Docker and OpenShift/Kubernetes.
Focused on Unit testing and Integration testing along with day to day development changes.
Participate in code reviews.
Participate in system/component design & implementation activities.
Idea of DevOps tooling is good to have.
Translates functional requirement or specifications into technical solutions and implement the solutions with plans and executions.
Responsible for continuous improvement, by implementing best practices to software architecture, software development process and new technologies etc.
Communicates with business and other project teams to deliver the project per agreed schedule.

Qualifications:

5-8 years of relevant experience
Experience in systems analysis and programming of software applications
Experience in managing and implementing successful projects
Ability to work under pressure and manage deadlines or unexpected changes in expectations or requirements

Education:

Bachelor’s degree/University degree or equivalent experience

This job description provides a high-level review of the types of work performed. Other job-related duties may be assigned as required."
OpenShift Developer/Specialist,IBM SINGAPORE PTE LTD,Changi,"As an IBM Application Architect, you directly help clients transform their business and solve complex problems. You will define the scope and vision for projects that deliver customized solutions using your knowledge of IBM platforms. You are a technical leader, serving as a liaison among business partners, technical resources, and project stakeholders.
Your Role and Responsibilities
As an OpenShift Developer Specialist, you would design and develop technical solutions for Cloud migration & applications modernization efforts. You will have proven coding and hands-on experience in containerization of applications leveraging OpenShift and Kubernetes.
You directly help clients transform their business and solve complex problems, develop solutions for modernizing existing architecture (cloud or non-cloud) to hybrid cloud architecture leveraging RedHat OpenShift. You are a technical SME, serving as a liaison among business partners, technical resources, and project stakeholders. 


Implement Cloud Container Re-platform and Refactor Modernization Architecture & Technology
Provide technical definition in containerization of applications leveraging OpenShift and Kubernetes
Apply technical, functional knowledge to convert application code into container through modular design.
Known as the Cloud Developer/ Specialist in your organization, with proven track record driving pattern identification and estimation of the application workloads, migrated & modernized to the target Cloud environment
Perform application-level discovery, acts as a Trusted advisor for the client by listening to their pain points and considering the industry the client sits in
SME on RedHat OpenShift migration and modernization tools including install, configure and optimize as per engagement requirement.
Engages the client (at the technical level) and IBM team to create the application design, including containerization, API, Microservices creation, or other forms of Modernization
Main development interface with client executive(s) to clarify technical program status in a clear and concise manner
Promotes innovation across the solution and delivery phases by leading the Design thinking workshops leveraging Agile methodologies and DevSecOps, including continuous integration, continuous testing and continuous delivery
Co-leads with the Program Manager by providing significant contribution on Technical elements of WBS/Sprint planning, estimation, risk, dependencies and Minimum viable product (MVP)
Responsible for full stack security design

Required Technical and Professional Expertise

7+ years of experience with developing cloud-native applications using a microservices architecture
3+ years of working experience with AWS, Azure, IBM Cloud or RedHat OpenShift
3+ years of experience with developing applications using containers (Docker), Kubernetes, EKS/AKS/GKE
Knowledge on legacy modernization code refactoring.
Knowledge on application code conversion (Engineering to Cloud - Micro services, API)
SME on building microservices, APIs, convert workloads into RedHat OpenShift Container Platform from legacy application code base.
Hands on experience with at least one enterprise development tools (Java or Node.js, dotnet), Front-end/UI frameworks such as Angular or React.
Experience developing with a database (RDMS or NoSQL)
Experience leading agile teams as a Squad Lead or Senior Developer
Hands on experience in applying DevOps/DevSecOps/Systems Reliability Engineering and creating/using a CI/CD pipeline

Preferred Technical and Professional Experience

Experience with Java Spring Boot
Experience with Cloud Foundry
Experience with event-based architectures
Experience with leading agile teams in a large project requiring coordination between teams/squads
Experience with working with Product Owners/Managers
Experience with Extreme Programming or SCRUM
Experience with Test-Driven Development (TDD) and/or Behavior-Driven Development (BDD)
Certified as a developer on AWS, Red Hat OpenShift or Azure
"
Microservices Developer,PERCEPT SOLUTIONS PTE. LTD.,Paya Lebar,"The successful candidate will work closely under the Microservices Architect to implement complex business solutions. He or she, having deep prior experience developing and implementing microservices, will draw upon that expertise to realize designs and contribute to the foundational growth of microservices in the banking domain. In addition to requiring hands-on development work, the candidate should possess broad and comprehensive knowledge of technologies used to develop and implement microservices, effectively setting the development standards for the practice.
Responsibilities:

Develop microservices in a reference architecture that will be used by the development team to further develop and deploy microservices.
Guide the development team and enforce microservices development standards in a first-cut implementation as well as beyond.
Identify and integrate appropriate development tools and technologies necessary in order to implement robust microservices patterns on a given operating platform.
Identify and implement development best practices in the establishment of methodologies and techniques for microservices development, testing,integration, and deployment.

Essential Skills:

Strong hands-on development background and experience
Hands-on experience with microservices development for large scale distributed systems
Effective and adaptable communication skills suited to varying audiences
Sound understanding of OOAD/OOP concepts and microservices patterns
Authentication models and implementation of security in microservices development
Experience with the Reactive paradigm
Docker / Docker Compose / YAML and related container packaging
.NET / Java and corresponding knowledge in depth and breadth of technologies / frameworks / protocols relating to microservices
Experience and understanding of CI/CD
Basic knowledge of networking

To apply please click the Apply button or send us your updated profile to *******@percept-solutions.com
EA Licence No.:18S9405 / EA Reg. No.:R1330864
Percept Solutions is undergoing a growth phase and are on the lookout for talent. Applicants are encouraged to follow Percept Solutions on LinkedIn @ https://www.linkedin.com/company/percept-solutions/ to stay up to date on our upcoming roles and events."
Software Developer,Industrial Electronics Pte Ltd,Kallang,"Job Responsibilities:

Build web applications using primarily Node.js, MySQL
Integrate with third party.api
Write GraphQL for front end
Use React.js, Redux as view layer
Build secure, fast and scalable web applications
Design and implementation of database schemas

Requirements and Skills:

Minimum 1 years experience in a development role
Excellent written and oral communication in English
knowledge in HTML, CSS & Javascript
Proficiency in MySQL
Diploma or higher education in Computing Technology or relevant fields
Good experiences and knowledge in Node.js, React.js and Redux
Candidates must be in Singapore
"
Full Stack Web Developer,ZERO1 PTE. LTD.,Paya Lebar,"The Role
As a Full Stack Developer in Zero1, you will be a key member of the IT Team. The role is based in our office in Singapore. You will work closely with key stakeholders and other teams in the company to support the growth of Zero1. 
We Offer

On-Job Training and Continuous Learning Opportunities
Career Development in a Growing Team
Flexible Cash Benefits (Dental, Medical, Mobile)

Your responsibilities shall include, but are not limited to:

Design, develop, implement and maintain web based and mobile applications to support operational activities. 
Integration of different payment gateway (stripe etc.)
Familiar in both front-end and back-end website development to develop front end website architecture and back-end website applications
Manage database and server integration
Ability to perform unit testing and regression testing
Work alongside UI/UX designers for web design features
Build a clean, logical, well documented and re-usable code, write up documents related to software development work
Troubleshoot, debug and upgrade software
Identify and resolve issues related to critical service operations.
Build automation tools to eliminate manual processes.
Create security and data protection settings that are compliant with PDPA policy

Requirements

Diploma, Degree in Computer Science/Engineering, Information Technology or related fields.
Working experience in the following languages: PHP, Java, Objective C and Swift
Proven experience in mobile (Android & iOS) and web application development.
Be familiar with source control system such as Git.
Working knowledge of relational databases such as MySQL.
Believes in good programming habits
A person with strong conviction in what they do with the ability to think systematically and work well under a pressure environment.
Passionate about learning and applying new technologies and staying abreast of developments in web applications and programming languages
Strong interpersonal skills with the ability to communicate with functional leads of various discipline.

Interested candidates are invited to apply online. Only shortlisted candidates will be notified. Thank you for applying."
Software Applications Specialist,MITUTOYO ASIA PACIFIC PTE. LTD.,Kallang,"Responsibilities and Duties
· Resolving all issues relating to ERP application.
· Administration of user accounts, security roles and permissions.
· Programming, Coding and Testing programs to retrieve data and generate reports.
· Assist in drafting and enforcing IT policies.
· Assist in managing new IT implementations.
· Involve in software product management activities using Visual Basic Application.
· Develop and troubleshoot complex SQL procedures and functions.
· Maintain and administer computer network and related computing environments, including Computer Hardware, systems software, applications software and all configurations.
· Provide technical support to users by troubleshooting and resolving IT infrastructure issues for company servers & workstations.
· Manage and troubleshoot network hardware including routers, VLAN, switches, firewall, wireless, VPN.
Requirements
· At least a Diploma in IT or Software Applications related discipline with at least 3 years of relevant experience.
· Have knowledge and working experience in Windows servers and Microsoft related products.
· Must have experience with VBA and SQL programming language.
· Knowledge of Working experience with Crystal Reports Designer and UiPath programming.
· Willing to support IT Infrastructure, network and user support duties.
· Good understanding of business operations and ERP systems preferred.
· Analytical and problem solving skills.
· Deadline driven and able to work independently.
· Able to work independently.
· Good communication and written skills in English.
· Able to work with all levels of staff"
Tech Lead,TECH MAHINDRA LIMITED (SINGAPORE BRANCH),Changi,"
7 - 10 years of overall experience
5-7 Years of relevant experience in SAP consulting
Hands on experience in WM / MM areas either in Support or implementations
Should be conversant with the configurations in WM/MM areas
Good cross functional understanding with other SAP Modules like PP/QM/Finance/SD
Well versed in requirement gathering & providing high level design
Ability to lead the small team & front end with the customer on status updates, scoping, reporting etc
Very good written/ verbal communication
"
Senior/Software Engineers (PC),PSB TECHNOLOGIES PTE. LTD.,Bedok,"Responsibilities:
· Involve in design and development of machine control software for full line automation systems from concept to on-site installation
· Assist in circuit design on machine control for full line automation systems
· Handle machine setups and troubleshooting
· Provide field support of automation machines
· Must be willing to travel overseas when required
Requirements:
· Diploma, Advanced Diploma or Degree in Electrical/Electronics/Mechatronics Engineering.
· Relevant experience in machine control software design and development.
· Proficient in Visual C#/C++ programming.
· Knowledge of Beckhoff TwinCAT programming will be an added advantage.
· Knowledge of Computer Vision and Image Processing or SECS/GEM will be an added advantage
· Good knowledge and relevant experience in design and troubleshooting of servo and motion control systems is essential."
